,IPO_DATE,DELIST_DATE
601918.SH,2007-12-19,1899-12-30
601919.SH,2007-06-26,1899-12-30
601928.SH,2011-11-30,1899-12-30
601929.SH,2012-02-23,1899-12-30
601933.SH,2010-12-15,1899-12-30
601939.SH,2007-09-25,1899-12-30
601949.SH,2017-08-21,1899-12-30
601952.SH,2017-05-15,1899-12-30
601956.SH,2020-12-25,1899-12-30
601958.SH,2008-04-17,1899-12-30
601965.SH,2012-06-11,1899-12-30
601966.SH,2016-07-06,1899-12-30
601968.SH,2015-06-11,1899-12-30
601969.SH,2014-12-09,1899-12-30
601975.SH,2019-01-08,1899-12-30
601985.SH,2015-06-10,1899-12-30
601988.SH,2006-07-05,1899-12-30
601989.SH,2009-12-16,1899-12-30
601990.SH,2018-06-13,1899-12-30
601991.SH,2006-12-20,1899-12-30
601992.SH,2011-03-01,1899-12-30
601995.SH,2020-11-02,1899-12-30
601996.SH,2011-09-29,1899-12-30
601997.SH,2016-08-16,1899-12-30
601998.SH,2007-04-27,1899-12-30
601999.SH,2007-12-21,1899-12-30
603000.SH,2012-04-27,1899-12-30
603001.SH,2012-04-26,1899-12-30
603002.SH,2012-05-18,1899-12-30
603003.SH,2012-08-17,1899-12-30
603005.SH,2014-02-10,1899-12-30
603006.SH,2014-06-30,1899-12-30
603007.SH,2016-08-26,1899-12-30
603008.SH,2012-07-17,1899-12-30
603009.SH,2014-07-18,1899-12-30
603010.SH,2014-10-10,1899-12-30
603011.SH,2014-11-07,1899-12-30
603012.SH,2015-03-20,1899-12-30
603013.SH,2018-05-09,1899-12-30
603015.SH,2015-03-03,1899-12-30
603016.SH,2016-07-01,1899-12-30
603017.SH,2014-12-31,1899-12-30
603018.SH,2014-10-13,1899-12-30
603019.SH,2014-11-06,1899-12-30
603020.SH,2015-03-25,1899-12-30
603021.SH,2015-04-23,1899-12-30
603022.SH,2015-05-18,1899-12-30
603023.SH,2015-05-27,1899-12-30
603025.SH,2015-04-22,1899-12-30
603026.SH,2015-05-29,1899-12-30
603027.SH,2016-03-07,1899-12-30
603028.SH,2016-03-31,1899-12-30
603029.SH,2016-04-27,1899-12-30
603030.SH,2015-03-20,1899-12-30
603031.SH,2016-08-22,1899-12-30
603032.SH,2017-01-05,1899-12-30
603033.SH,2016-12-07,1899-12-30
603035.SH,2017-01-05,1899-12-30
603036.SH,2016-12-09,1899-12-30
603037.SH,2017-01-20,1899-12-30
603038.SH,2017-01-16,1899-12-30
603039.SH,2017-01-13,1899-12-30
603040.SH,2017-02-09,1899-12-30
603041.SH,2017-03-30,1899-12-30
603042.SH,2017-06-02,1899-12-30
603043.SH,2017-06-27,1899-12-30
603045.SH,2018-05-17,1899-12-30
603050.SH,2017-04-14,1899-12-30
603053.SH,2019-12-17,1899-12-30
603055.SH,2017-09-21,1899-12-30
603056.SH,2018-01-16,1899-12-30
603058.SH,2016-12-23,1899-12-30
603059.SH,2018-03-02,1899-12-30
603060.SH,2016-11-09,1899-12-30
603063.SH,2017-07-28,1899-12-30
603066.SH,2015-06-11,1899-12-30
603067.SH,2016-09-13,1899-12-30
603068.SH,2019-04-15,1899-12-30
603069.SH,2016-07-12,1899-12-30
603076.SH,2017-11-13,1899-12-30
603077.SH,2012-07-31,1899-12-30
603078.SH,2017-04-10,1899-12-30
603079.SH,2017-08-23,1899-12-30
603080.SH,2018-01-03,1899-12-30
603081.SH,2017-04-20,1899-12-30
603083.SH,2017-11-10,1899-12-30
603085.SH,2015-06-30,1899-12-30
603086.SH,2017-05-11,1899-12-30
603087.SH,2020-06-29,1899-12-30
603088.SH,2014-11-11,1899-12-30
603089.SH,2017-01-26,1899-12-30
603090.SH,2016-08-31,1899-12-30
603093.SH,2019-08-30,1899-12-30
603095.SH,2020-04-15,1899-12-30
603096.SH,2017-04-25,1899-12-30
603098.SH,2016-12-16,1899-12-30
603099.SH,2014-08-22,1899-12-30
603100.SH,2014-08-05,1899-12-30
603101.SH,2016-05-06,1899-12-30
603103.SH,2017-10-12,1899-12-30
603105.SH,2018-07-09,1899-12-30
603106.SH,2017-09-20,1899-12-30
603108.SH,2015-05-27,1899-12-30
603109.SH,2019-12-31,1899-12-30
603110.SH,2017-10-13,1899-12-30
603111.SH,2014-08-01,1899-12-30
603112.SH,2020-09-17,1899-12-30
603113.SH,2017-05-11,1899-12-30
603115.SH,2019-08-09,1899-12-30
603116.SH,2015-06-29,1899-12-30
603117.SH,2015-06-29,1899-12-30
603118.SH,2015-02-25,1899-12-30
603121.SH,2019-01-11,1899-12-30
603123.SH,2012-05-03,1899-12-30
603126.SH,2014-07-31,1899-12-30
603127.SH,2017-08-25,1899-12-30
603128.SH,2012-05-29,1899-12-30
603129.SH,2017-08-18,1899-12-30
603131.SH,2016-06-07,1899-12-30
603133.SH,2017-03-20,1899-12-30
603136.SH,2017-09-27,1899-12-30
603138.SH,2017-03-06,1899-12-30
603139.SH,2017-04-21,1899-12-30
603155.SH,2020-09-01,1899-12-30
603156.SH,2018-02-12,1899-12-30
603157.SH,2017-09-25,1899-12-30
603158.SH,2015-03-20,1899-12-30
603159.SH,2016-08-12,1899-12-30
603160.SH,2016-10-17,1899-12-30
603161.SH,2018-01-05,1899-12-30
603165.SH,2017-01-17,1899-12-30
603166.SH,2014-11-27,1899-12-30
603167.SH,2012-09-06,1899-12-30
603168.SH,2014-07-02,1899-12-30
603169.SH,2014-10-09,1899-12-30
603177.SH,2017-02-07,1899-12-30
603178.SH,2017-03-28,1899-12-30
603179.SH,2017-03-17,1899-12-30
603180.SH,2017-05-12,1899-12-30
603181.SH,2017-08-24,1899-12-30
603183.SH,2017-09-05,1899-12-30
603185.SH,2018-12-28,1899-12-30
603186.SH,2017-01-03,1899-12-30
603187.SH,2018-11-29,1899-12-30
603188.SH,2014-09-09,1899-12-30
603189.SH,2016-09-14,1899-12-30
603192.SH,2018-08-28,1899-12-30
603195.SH,2020-02-06,1899-12-30
603196.SH,2017-05-31,1899-12-30
603197.SH,2017-05-19,1899-12-30
603198.SH,2015-05-28,1899-12-30
603199.SH,2015-03-26,1899-12-30
603200.SH,2017-06-01,1899-12-30
603203.SH,2016-11-08,1899-12-30
603208.SH,2017-02-10,1899-12-30
603212.SH,2020-04-30,1899-12-30
603214.SH,2018-03-30,1899-12-30
603217.SH,2019-06-20,1899-12-30
603218.SH,2016-12-28,1899-12-30
603220.SH,2018-11-15,1899-12-30
603221.SH,2020-03-23,1899-12-30
603222.SH,2015-02-17,1899-12-30
603223.SH,2015-06-30,1899-12-30
603225.SH,2017-04-18,1899-12-30
603226.SH,2017-06-15,1899-12-30
603227.SH,2015-05-15,1899-12-30
603228.SH,2017-01-06,1899-12-30
603229.SH,2017-05-09,1899-12-30
603232.SH,2017-04-21,1899-12-30
603233.SH,2017-07-31,1899-12-30
603236.SH,2019-07-16,1899-12-30
603238.SH,2017-02-22,1899-12-30
603239.SH,2016-12-30,1899-12-30
603256.SH,2019-07-19,1899-12-30
603258.SH,2016-10-26,1899-12-30
603259.SH,2018-05-08,1899-12-30
603260.SH,2017-10-30,1899-12-30
603266.SH,2017-01-10,1899-12-30
603267.SH,2019-05-15,1899-12-30
603268.SH,2015-03-19,1899-12-30
603269.SH,2017-05-17,1899-12-30
603277.SH,2017-09-11,1899-12-30
603278.SH,2017-11-13,1899-12-30
603279.SH,2019-07-29,1899-12-30
603283.SH,2017-12-25,1899-12-30
603286.SH,2017-06-27,1899-12-30
603288.SH,2014-02-11,1899-12-30
603289.SH,2017-10-31,1899-12-30
603290.SH,2020-02-04,1899-12-30
603297.SH,2018-09-10,1899-12-30
603298.SH,2016-12-27,1899-12-30
603299.SH,2015-12-31,1899-12-30
603300.SH,2015-05-29,1899-12-30
603301.SH,2018-04-12,1899-12-30
603303.SH,2017-03-30,1899-12-30
603305.SH,2017-07-10,1899-12-30
603306.SH,2014-09-26,1899-12-30
603308.SH,2014-01-22,1899-12-30
603309.SH,2015-03-02,1899-12-30
603311.SH,2015-05-18,1899-12-30
603313.SH,2016-10-13,1899-12-30
603315.SH,2015-04-24,1899-12-30
603316.SH,2017-06-19,1899-12-30
603317.SH,2019-04-16,1899-12-30
603318.SH,2015-04-24,1899-12-30
603319.SH,2016-11-30,1899-12-30
603320.SH,2017-05-02,1899-12-30
603321.SH,2017-09-15,1899-12-30
603322.SH,2016-07-28,1899-12-30
603323.SH,2016-11-29,1899-12-30
603326.SH,2017-06-16,1899-12-30
603327.SH,2019-05-23,1899-12-30
603328.SH,2014-07-01,1899-12-30
603329.SH,2017-12-29,1899-12-30
603330.SH,2017-02-13,1899-12-30
603331.SH,2017-07-05,1899-12-30
603332.SH,2019-01-17,1899-12-30
603333.SH,2012-05-07,1899-12-30
603335.SH,2017-06-20,1899-12-30
603336.SH,2016-11-24,1899-12-30
603337.SH,2017-01-19,1899-12-30
603338.SH,2015-03-25,1899-12-30
603339.SH,2016-05-19,1899-12-30
603345.SH,2017-02-22,1899-12-30
603348.SH,2018-04-26,1899-12-30
603351.SH,2019-01-30,1899-12-30
603353.SH,2020-04-07,1899-12-30
603355.SH,2015-05-13,1899-12-30
603356.SH,2018-01-24,1899-12-30
603357.SH,2017-08-01,1899-12-30
603358.SH,2017-01-25,1899-12-30
603359.SH,2017-09-01,1899-12-30
603360.SH,2017-02-06,1899-12-30
603363.SH,2017-09-26,1899-12-30
603365.SH,2017-11-20,1899-12-30
603366.SH,2012-05-21,1899-12-30
603367.SH,2017-09-29,1899-12-30
603368.SH,2014-12-04,1899-12-30
603369.SH,2014-07-03,1899-12-30
603377.SH,2016-02-05,1899-12-30
603378.SH,2017-09-28,1899-12-30
603379.SH,2019-04-02,1899-12-30
603380.SH,2017-06-22,1899-12-30
603383.SH,2017-05-22,1899-12-30
603385.SH,2017-04-05,1899-12-30
603386.SH,2017-09-12,1899-12-30
603387.SH,2017-07-17,1899-12-30
603388.SH,2017-03-24,1899-12-30
603389.SH,2016-12-15,1899-12-30
603390.SH,2019-11-25,1899-12-30
603392.SH,2020-04-29,1899-12-30
603393.SH,2016-09-12,1899-12-30
603396.SH,2017-10-18,1899-12-30
603398.SH,2015-12-09,1899-12-30
603399.SH,2012-08-24,1899-12-30
603408.SH,2020-07-30,1899-12-30
603416.SH,2016-12-21,1899-12-30
603421.SH,2016-10-11,1899-12-30
603429.SH,2017-01-24,1899-12-30
603439.SH,2020-04-28,1899-12-30
603444.SH,2017-01-04,1899-12-30
603456.SH,2014-10-10,1899-12-30
603458.SH,2017-08-09,1899-12-30
603466.SH,2017-10-20,1899-12-30
603477.SH,2017-12-18,1899-12-30
603486.SH,2018-05-28,1899-12-30
603488.SH,2017-05-16,1899-12-30
603489.SH,2019-11-11,1899-12-30
603496.SH,2017-06-07,1899-12-30
603499.SH,2017-10-16,1899-12-30
603500.SH,2017-09-04,1899-12-30
603501.SH,2017-05-04,1899-12-30
603505.SH,2017-05-03,1899-12-30
603506.SH,2018-02-01,1899-12-30
603507.SH,2017-11-06,1899-12-30
603508.SH,2015-12-24,1899-12-30
603515.SH,2016-08-19,1899-12-30
603516.SH,2018-02-02,1899-12-30
603517.SH,2017-03-17,1899-12-30
603518.SH,2014-12-03,1899-12-30
603519.SH,2015-03-19,1899-12-30
603520.SH,2016-03-09,1899-12-30
603527.SH,2017-09-07,1899-12-30
603528.SH,2016-05-03,1899-12-30
603530.SH,2019-08-05,1899-12-30
603533.SH,2017-09-21,1899-12-30
603535.SH,2017-08-08,1899-12-30
603536.SH,2017-06-13,1899-12-30
603538.SH,2017-04-07,1899-12-30
603551.SH,2020-01-15,1899-12-30
603555.SH,2014-01-24,1899-12-30
603556.SH,2016-11-10,1899-12-30
603557.SH,2017-08-18,1899-12-30
603558.SH,2015-01-27,1899-12-30
603559.SH,2016-12-02,1899-12-30
603565.SH,2020-09-25,1899-12-30
603566.SH,2015-05-18,1899-12-30
603567.SH,2015-04-24,1899-12-30
603568.SH,2015-05-28,1899-12-30
603569.SH,2016-08-10,1899-12-30
603577.SH,2016-12-22,1899-12-30
603578.SH,2017-03-06,1899-12-30
603579.SH,2017-01-11,1899-12-30
603580.SH,2017-05-25,1899-12-30
603583.SH,2018-09-21,1899-12-30
603585.SH,2016-12-14,1899-12-30
603586.SH,2017-04-06,1899-12-30
603587.SH,2018-06-22,1899-12-30
603588.SH,2014-12-29,1899-12-30
603589.SH,2015-06-29,1899-12-30
603590.SH,2018-08-27,1899-12-30
603595.SH,2017-07-12,1899-12-30
603596.SH,2018-04-27,1899-12-30
603598.SH,2015-05-27,1899-12-30
603599.SH,2015-05-13,1899-12-30
603600.SH,2015-01-23,1899-12-30
603601.SH,2015-01-22,1899-12-30
603602.SH,2017-08-10,1899-12-30
603603.SH,2017-02-17,1899-12-30
603605.SH,2017-11-15,1899-12-30
603606.SH,2014-10-15,1899-12-30
603607.SH,2017-10-25,1899-12-30
603608.SH,2016-02-18,1899-12-30
603609.SH,2014-08-08,1899-12-30
603610.SH,2019-10-29,1899-12-30
603611.SH,2015-01-28,1899-12-30
603612.SH,2017-07-18,1899-12-30
603613.SH,2019-07-30,1899-12-30
603615.SH,2017-02-13,1899-12-30
603616.SH,2015-06-11,1899-12-30
603617.SH,2017-07-03,1899-12-30
603618.SH,2015-02-17,1899-12-30
603619.SH,2017-11-17,1899-12-30
603626.SH,2017-02-09,1899-12-30
603628.SH,2017-01-12,1899-12-30
603629.SH,2018-12-24,1899-12-30
603630.SH,2017-03-13,1899-12-30
603633.SH,2016-11-17,1899-12-30
603636.SH,2014-12-30,1899-12-30
603637.SH,2017-02-08,1899-12-30
603638.SH,2017-01-20,1899-12-30
603639.SH,2017-01-12,1899-12-30
603648.SH,2017-09-13,1899-12-30
603650.SH,2018-06-27,1899-12-30
603655.SH,2017-12-29,1899-12-30
603656.SH,2017-03-21,1899-12-30
603657.SH,2018-07-30,1899-12-30
603658.SH,2016-09-01,1899-12-30
603659.SH,2017-11-03,1899-12-30
603660.SH,2016-12-01,1899-12-30
603661.SH,2017-11-21,1899-12-30
603662.SH,2019-08-06,1899-12-30
603663.SH,2016-08-01,1899-12-30
603665.SH,2017-03-13,1899-12-30
603666.SH,2018-06-12,1899-12-30
603667.SH,2016-10-25,1899-12-30
603668.SH,2017-01-17,1899-12-30
603669.SH,2015-05-28,1899-12-30
603676.SH,2017-07-21,1899-12-30
603677.SH,2017-02-06,1899-12-30
603678.SH,2015-01-26,1899-12-30
603679.SH,2017-06-21,1899-12-30
603680.SH,2018-02-27,1899-12-30
603681.SH,2019-03-26,1899-12-30
603682.SH,2020-04-21,1899-12-30
603683.SH,2017-10-20,1899-12-30
603685.SH,2017-11-27,1899-12-30
603686.SH,2015-01-26,1899-12-30
603687.SH,2019-07-26,1899-12-30
603688.SH,2014-10-31,1899-12-30
603689.SH,2017-01-10,1899-12-30
603690.SH,2017-01-13,1899-12-30
603693.SH,2018-07-03,1899-12-30
603696.SH,2015-12-09,1899-12-30
603697.SH,2019-05-08,1899-12-30
603698.SH,2015-01-28,1899-12-30
603699.SH,2014-01-17,1899-12-30
603700.SH,2019-01-22,1899-12-30
603701.SH,2016-04-12,1899-12-30
603703.SH,2015-04-23,1899-12-30
603706.SH,2018-07-09,1899-12-30
603707.SH,2017-07-19,1899-12-30
603708.SH,2016-12-13,1899-12-30
603709.SH,2018-02-08,1899-12-30
603711.SH,2017-11-30,1899-12-30
603712.SH,2018-02-26,1899-12-30
603713.SH,2018-07-13,1899-12-30
603716.SH,2016-10-31,1899-12-30
603717.SH,2017-03-27,1899-12-30
603718.SH,2015-05-15,1899-12-30
603719.SH,2020-02-24,1899-12-30
603721.SH,2017-08-11,1899-12-30
603722.SH,2017-10-25,1899-12-30
603725.SH,2017-09-06,1899-12-30
603726.SH,2016-04-21,1899-12-30
603727.SH,2016-11-22,1899-12-30
603728.SH,2017-05-09,1899-12-30
603729.SH,2015-03-24,1899-12-30
603730.SH,2017-07-28,1899-12-30
603733.SH,2018-04-20,1899-12-30
603737.SH,2016-06-03,1899-12-30
603738.SH,2016-09-28,1899-12-30
603739.SH,2019-01-16,1899-12-30
603755.SH,2019-08-28,1899-12-30
603757.SH,2017-07-11,1899-12-30
603758.SH,2017-05-17,1899-12-30
603766.SH,2012-08-10,1899-12-30
603767.SH,2017-06-13,1899-12-30
603768.SH,2017-03-24,1899-12-30
603773.SH,2018-04-17,1899-12-30
603776.SH,2017-08-17,1899-12-30
603777.SH,2016-10-12,1899-12-30
603778.SH,2015-12-31,1899-12-30
603779.SH,2016-05-16,1899-12-30
603786.SH,2019-10-15,1899-12-30
603787.SH,2017-04-27,1899-12-30
603788.SH,2015-01-20,1899-12-30
603789.SH,2015-04-27,1899-12-30
603790.SH,2018-09-12,1899-12-30
603797.SH,2017-04-13,1899-12-30
603798.SH,2016-04-06,1899-12-30
603799.SH,2015-01-29,1899-12-30
603800.SH,2015-12-10,1899-12-30
603801.SH,2017-06-30,1899-12-30
603803.SH,2017-04-20,1899-12-30
603806.SH,2014-09-05,1899-12-30
603808.SH,2015-04-22,1899-12-30
603809.SH,2017-11-28,1899-12-30
603810.SH,2018-09-17,1899-12-30
603811.SH,2017-03-15,1899-12-30
603813.SH,2017-09-18,1899-12-30
603815.SH,2019-10-21,1899-12-30
603816.SH,2016-10-14,1899-12-30
603817.SH,2017-02-20,1899-12-30
603818.SH,2015-04-22,1899-12-30
603819.SH,2016-11-25,1899-12-30
603822.SH,2016-04-28,1899-12-30
603823.SH,2016-12-20,1899-12-30
603825.SH,2017-08-02,1899-12-30
603826.SH,2017-04-14,1899-12-30
603828.SH,2015-02-26,1899-12-30
603829.SH,2017-10-17,1899-12-30
603833.SH,2017-03-28,1899-12-30
603838.SH,2015-07-01,1899-12-30
603839.SH,2017-02-14,1899-12-30
603843.SH,2016-09-05,1899-12-30
603848.SH,2017-12-01,1899-12-30
603855.SH,2017-05-24,1899-12-30
603856.SH,2017-11-06,1899-12-30
603858.SH,2016-11-18,1899-12-30
603859.SH,2016-10-21,1899-12-30
603860.SH,2017-08-02,1899-12-30
603861.SH,2016-03-22,1899-12-30
603863.SH,2019-06-21,1899-12-30
603866.SH,2015-12-22,1899-12-30
603867.SH,2019-06-27,1899-12-30
603868.SH,2016-04-18,1899-12-30
603869.SH,2015-03-26,1899-12-30
603871.SH,2018-02-06,1899-12-30
603876.SH,2018-04-18,1899-12-30
603877.SH,2017-01-09,1899-12-30
603878.SH,2016-12-19,1899-12-30
603879.SH,2017-06-14,1899-12-30
603880.SH,2017-08-07,1899-12-30
603881.SH,2017-02-08,1899-12-30
603882.SH,2017-09-08,1899-12-30
603883.SH,2015-04-23,1899-12-30
603885.SH,2015-05-27,1899-12-30
603886.SH,2016-12-28,1899-12-30
603887.SH,2016-10-10,1899-12-30
603888.SH,2016-10-28,1899-12-30
603889.SH,2014-12-31,1899-12-30
603890.SH,2017-12-12,1899-12-30
603893.SH,2020-02-07,1899-12-30
603895.SH,2018-01-22,1899-12-30
603896.SH,2017-05-10,1899-12-30
603897.SH,2018-04-10,1899-12-30
603898.SH,2015-02-17,1899-12-30
603899.SH,2015-01-27,1899-12-30
603900.SH,2016-11-23,1899-12-30
603901.SH,2015-05-29,1899-12-30
603903.SH,2017-03-14,1899-12-30
603906.SH,2017-04-10,1899-12-30
603908.SH,2017-03-07,1899-12-30
603909.SH,2016-06-28,1899-12-30
603912.SH,2017-11-01,1899-12-30
603915.SH,2019-06-14,1899-12-30
603916.SH,2017-11-10,1899-12-30
603917.SH,2017-12-04,1899-12-30
603918.SH,2015-05-28,1899-12-30
603919.SH,2016-03-10,1899-12-30
603920.SH,2017-04-26,1899-12-30
603922.SH,2017-10-23,1899-12-30
603926.SH,2017-05-10,1899-12-30
603927.SH,2019-09-09,1899-12-30
603928.SH,2016-12-12,1899-12-30
603929.SH,2016-12-30,1899-12-30
603931.SH,2020-08-19,1899-12-30
603933.SH,2017-07-06,1899-12-30
603936.SH,2015-12-09,1899-12-30
603937.SH,2017-11-02,1899-12-30
603938.SH,2017-06-28,1899-12-30
603939.SH,2015-02-17,1899-12-30
603948.SH,2020-03-02,1899-12-30
603949.SH,2020-03-10,1899-12-30
603950.SH,2020-05-26,1899-12-30
603955.SH,2017-03-10,1899-12-30
603956.SH,2019-02-22,1899-12-30
603958.SH,2016-06-29,1899-12-30
603959.SH,2016-05-17,1899-12-30
603960.SH,2017-03-14,1899-12-30
603963.SH,2017-09-22,1899-12-30
603966.SH,2017-01-25,1899-12-30
603967.SH,2019-04-29,1899-12-30
603968.SH,2015-05-18,1899-12-30
603969.SH,2015-02-27,1899-12-30
603970.SH,2017-11-16,1899-12-30
603976.SH,2017-08-22,1899-12-30
603977.SH,2016-11-11,1899-12-30
603978.SH,2017-08-07,1899-12-30
603979.SH,2015-06-30,1899-12-30
603980.SH,2017-06-15,1899-12-30
603982.SH,2019-05-22,1899-12-30
603983.SH,2019-07-25,1899-12-30
603985.SH,2017-05-05,1899-12-30
603986.SH,2016-08-18,1899-12-30
603987.SH,2016-11-21,1899-12-30
603988.SH,2014-11-04,1899-12-30
603989.SH,2015-05-15,1899-12-30
603990.SH,2016-12-08,1899-12-30
603991.SH,2017-03-08,1899-12-30
603992.SH,2019-08-26,1899-12-30
603993.SH,2012-10-09,1899-12-30
603995.SH,2019-12-24,1899-12-30
603996.SH,2015-12-22,1899-12-30
603997.SH,2015-03-02,1899-12-30
603998.SH,2014-12-05,1899-12-30
603999.SH,2015-12-10,1899-12-30
605001.SH,2020-05-22,1899-12-30
605003.SH,2020-09-08,1899-12-30
605006.SH,2020-09-03,1899-12-30
605007.SH,2020-11-10,1899-12-30
605008.SH,2020-08-21,1899-12-30
605009.SH,2020-09-11,1899-12-30
605018.SH,2020-09-29,1899-12-30
605050.SH,2020-09-24,1899-12-30
605058.SH,2020-10-21,1899-12-30
605066.SH,2020-08-07,1899-12-30
605068.SH,2020-11-23,1899-12-30
605088.SH,2020-08-17,1899-12-30
605099.SH,2020-09-30,1899-12-30
605100.SH,2020-08-11,1899-12-30
605108.SH,2020-07-16,1899-12-30
605111.SH,2020-09-28,1899-12-30
605116.SH,2020-09-21,1899-12-30
605118.SH,2020-07-30,1899-12-30
605123.SH,2020-08-25,1899-12-30
605128.SH,2020-09-15,1899-12-30
605136.SH,2020-09-29,1899-12-30
605151.SH,2020-12-15,1899-12-30
605155.SH,2020-12-31,1899-12-30
605158.SH,2020-08-05,1899-12-30
605166.SH,2020-06-18,1899-12-30
605168.SH,2020-05-28,1899-12-30
605169.SH,2020-10-30,1899-12-30
605177.SH,2020-11-25,1899-12-30
605178.SH,2020-08-21,1899-12-30
605179.SH,2020-12-28,1899-12-30
605183.SH,2020-12-07,1899-12-30
605186.SH,2020-12-22,1899-12-30
605188.SH,2020-07-28,1899-12-30
605198.SH,2020-09-18,1899-12-30
605199.SH,2020-07-10,1899-12-30
605218.SH,2020-09-28,1899-12-30
605222.SH,2020-07-31,1899-12-30
605255.SH,2020-08-25,1899-12-30
605258.SH,2020-12-03,1899-12-30
605266.SH,2020-12-01,1899-12-30
605288.SH,2020-06-01,1899-12-30
605299.SH,2020-12-15,1899-12-30
605318.SH,2020-08-03,1899-12-30
605333.SH,2020-08-18,1899-12-30
605336.SH,2020-10-19,1899-12-30
605338.SH,2020-10-12,1899-12-30
605358.SH,2020-09-11,1899-12-30
605366.SH,2020-08-12,1899-12-30
605369.SH,2020-09-16,1899-12-30
605376.SH,2020-12-08,1899-12-30
605377.SH,2020-12-28,1899-12-30
605388.SH,2020-08-18,1899-12-30
605399.SH,2020-08-04,1899-12-30
605500.SH,2020-12-22,1899-12-30
688001.SH,2019-07-22,1899-12-30
688002.SH,2019-07-22,1899-12-30
688003.SH,2019-07-22,1899-12-30
688004.SH,2020-06-12,1899-12-30
688005.SH,2019-07-22,1899-12-30
688006.SH,2019-07-22,1899-12-30
688007.SH,2019-07-22,1899-12-30
688008.SH,2019-07-22,1899-12-30
688009.SH,2019-07-22,1899-12-30
688010.SH,2019-07-22,1899-12-30
688011.SH,2019-07-22,1899-12-30
688012.SH,2019-07-22,1899-12-30
688013.SH,2020-09-28,1899-12-30
688015.SH,2019-07-22,1899-12-30
688016.SH,2019-07-22,1899-12-30
688017.SH,2020-08-28,1899-12-30
688018.SH,2019-07-22,1899-12-30
688019.SH,2019-07-22,1899-12-30
688020.SH,2019-07-22,1899-12-30
688021.SH,2019-11-06,1899-12-30
688022.SH,2019-07-22,1899-12-30
688023.SH,2019-11-05,1899-12-30
688025.SH,2019-10-31,1899-12-30
688026.SH,2020-01-22,1899-12-30
688027.SH,2020-07-09,1899-12-30
688028.SH,2019-07-22,1899-12-30
688029.SH,2019-07-22,1899-12-30
688030.SH,2019-09-30,1899-12-30
688033.SH,2019-07-22,1899-12-30
688036.SH,2019-09-30,1899-12-30
688037.SH,2019-12-16,1899-12-30
688039.SH,2019-12-11,1899-12-30
688050.SH,2020-07-29,1899-12-30
688051.SH,2020-03-20,1899-12-30
688055.SH,2020-08-17,1899-12-30
688056.SH,2020-09-02,1899-12-30
688057.SH,2020-11-11,1899-12-30
688058.SH,2019-11-01,1899-12-30
688060.SH,2020-07-10,1899-12-30
688063.SH,2020-12-30,1899-12-30
688065.SH,2020-08-12,1899-12-30
688066.SH,2019-07-22,1899-12-30
688068.SH,2019-09-30,1899-12-30
688069.SH,2020-07-22,1899-12-30
688077.SH,2020-07-22,1899-12-30
688078.SH,2019-12-30,1899-12-30
688080.SH,2020-02-12,1899-12-30
688081.SH,2020-01-06,1899-12-30
688085.SH,2020-04-09,1899-12-30
688086.SH,2020-02-26,1899-12-30
688088.SH,2019-07-22,1899-12-30
688089.SH,2019-12-19,1899-12-30
688090.SH,2020-02-17,1899-12-30
688093.SH,2020-09-30,1899-12-30
688095.SH,2020-09-08,1899-12-30
688096.SH,2020-04-09,1899-12-30
688098.SH,2019-10-28,1899-12-30
688099.SH,2019-08-08,1899-12-30
688100.SH,2020-01-21,1899-12-30
688101.SH,2019-11-15,1899-12-30
688106.SH,2020-06-16,1899-12-30
688108.SH,2019-10-30,1899-12-30
688111.SH,2019-11-18,1899-12-30
688116.SH,2019-09-25,1899-12-30
688118.SH,2019-12-04,1899-12-30
688122.SH,2019-07-22,1899-12-30
688123.SH,2019-12-23,1899-12-30
688126.SH,2020-04-20,1899-12-30
688127.SH,2020-09-21,1899-12-30
688128.SH,2019-11-05,1899-12-30
688129.SH,2020-10-23,1899-12-30
688133.SH,2020-10-30,1899-12-30
688135.SH,2020-11-11,1899-12-30
688136.SH,2020-12-14,1899-12-30
688138.SH,2019-11-20,1899-12-30
688139.SH,2019-10-25,1899-12-30
688155.SH,2020-08-11,1899-12-30
688156.SH,2020-09-22,1899-12-30
688157.SH,2020-06-09,1899-12-30
688158.SH,2020-01-20,1899-12-30
688159.SH,2020-01-23,1899-12-30
688160.SH,2020-11-12,1899-12-30
688165.SH,2020-07-15,1899-12-30
688166.SH,2019-11-08,1899-12-30
688168.SH,2019-09-06,1899-12-30
688169.SH,2020-02-21,1899-12-30
688177.SH,2020-02-21,1899-12-30
688178.SH,2020-01-14,1899-12-30
688179.SH,2020-10-26,1899-12-30
688180.SH,2020-07-15,1899-12-30
688181.SH,2020-01-06,1899-12-30
688185.SH,2020-08-13,1899-12-30
688186.SH,2020-02-11,1899-12-30
688188.SH,2019-08-08,1899-12-30
688189.SH,2020-03-26,1899-12-30
688196.SH,2019-11-21,1899-12-30
688198.SH,2019-12-09,1899-12-30
688199.SH,2019-11-05,1899-12-30
688200.SH,2020-02-18,1899-12-30
688202.SH,2019-11-05,1899-12-30
688208.SH,2020-02-13,1899-12-30
688215.SH,2020-08-28,1899-12-30
688218.SH,2019-12-11,1899-12-30
688219.SH,2020-11-18,1899-12-30
688221.SH,2020-10-28,1899-12-30
688222.SH,2020-04-16,1899-12-30
688228.SH,2020-03-27,1899-12-30
